student,date,effortScore,class,acPercentile
Asha Boswarva,07/08/2021,50,Music,0.33
Asha Boswarva,08/08/2021,57,Music,0.34
Asha Boswarva,09/08/2021,65,Music,0.35
Asha Boswarva,10/08/2021,72,Music,0.36
Asha Boswarva,11/08/2021,79,Music,0.37
Asha Boswarva,12/08/2021,86,Music,0.38
Jack Elkins,01/08/2021,72,Music,0.28
Jack Elkins,02/08/2021,14,Music,0.29
Jack Elkins,03/08/2021,21,Music,0.3
Jack Elkins,04/08/2021,28,Music,0.31
Jack Elkins,05/08/2021,36,Music,0.32
Jack Elkins,06/08/2021,43,Music,0.33
Jack Elkins,07/08/2021,50,Music,0.34
Jack Elkins,08/08/2021,57,Music,0.35
Jack Elkins,09/08/2021,65,Music,0.35
Jack Elkins,10/08/2021,72,Music,0.36
Jack Elkins,11/08/2021,79,Music,0.37
Jack Elkins,12/08/2021,86,Music,0.38
Alexander Ainsworth-Grace,01/08/2021,72,Music,0.29
Alexander Ainsworth-Grace,02/08/2021,14,Music,0.3
Alexander Ainsworth-Grace,03/08/2021,21,Music,0.31
Alexander Ainsworth-Grace,04/08/2021,28,Music,0.32
Alexander Ainsworth-Grace,05/08/2021,36,Music,0.32
Alexander Ainsworth-Grace,06/08/2021,43,Music,0.33
Alexander Ainsworth-Grace,07/08/2021,50,Music,0.34
Alexander Ainsworth-Grace,08/08/2021,57,Music,0.35
Alexander Ainsworth-Grace,09/08/2021,65,Music,0.36
Alexander Ainsworth-Grace,10/08/2021,72,Music,0.37
Alexander Ainsworth-Grace,11/08/2021,79,Music,0.38
Alexander Ainsworth-Grace,12/08/2021,86,Music,0.39
Ellis Teudt,01/08/2021,72,Music,0.29
Ellis Teudt,02/08/2021,14,Music,0.3
Ellis Teudt,03/08/2021,21,Music,0.31
Ellis Teudt,04/08/2021,28,Music,0.32
Ellis Teudt,05/08/2021,36,Music,0.33
Ellis Teudt,06/08/2021,43,Music,0.34
Ellis Teudt,07/08/2021,50,Music,0.35
Ellis Teudt,08/08/2021,57,Music,0.36
Ellis Teudt,09/08/2021,65,Music,0.37
Ellis Teudt,10/08/2021,72,Music,0.38
Ellis Teudt,11/08/2021,79,Music,0.38
Ellis Teudt,12/08/2021,86,Music,0.39
Isabel Binnekamp,01/08/2021,72,Music,0.3
Isabel Binnekamp,02/08/2021,14,Music,0.31
Isabel Binnekamp,03/08/2021,21,Music,0.32
Isabel Binnekamp,04/08/2021,28,Music,0.33
Isabel Binnekamp,05/08/2021,36,Music,0.34
Isabel Binnekamp,06/08/2021,43,Music,0.35
Isabel Binnekamp,07/08/2021,50,Music,0.35
Isabel Binnekamp,08/08/2021,57,Music,0.36
Isabel Binnekamp,09/08/2021,65,Music,0.37
Isabel Binnekamp,10/08/2021,72,Music,0.38
Isabel Binnekamp,11/08/2021,79,Music,0.39
Isabel Binnekamp,12/08/2021,86,Music,0.4
Ashlee Wilks,01/08/2021,72,Music,0.31
Ashlee Wilks,02/08/2021,14,Music,0.32
Ashlee Wilks,03/08/2021,21,Music,0.32
Ashlee Wilks,04/08/2021,28,Music,0.33
Ashlee Wilks,05/08/2021,36,Music,0.34
Ashlee Wilks,06/08/2021,43,Music,0.35
Ashlee Wilks,07/08/2021,50,Music,0.36
Ashlee Wilks,08/08/2021,57,Music,0.37
Ashlee Wilks,09/08/2021,65,Music,0.38
Ashlee Wilks,10/08/2021,72,Music,0.39
Ashlee Wilks,11/08/2021,79,Music,0.4
Ashlee Wilks,12/08/2021,86,Music,0.41
Sarah Kinghorn,01/08/2021,72,Music,0.31
Sarah Kinghorn,02/08/2021,14,Music,0.32
Sarah Kinghorn,03/08/2021,21,Music,0.33
Sarah Kinghorn,04/08/2021,28,Music,0.34
Sarah Kinghorn,05/08/2021,36,Music,0.35
Sarah Kinghorn,06/08/2021,43,Music,0.36
Sarah Kinghorn,07/08/2021,50,Music,0.37
Sarah Kinghorn,08/08/2021,57,Music,0.38
Sarah Kinghorn,09/08/2021,65,Music,0.38
Sarah Kinghorn,10/08/2021,72,Music,0.39
Sarah Kinghorn,11/08/2021,79,Music,0.4
Sarah Kinghorn,12/08/2021,86,Music,0.41
Grace O'Toole,01/08/2021,72,Music,0.32
Grace O'Toole,02/08/2021,14,Music,0.33
Grace O'Toole,03/08/2021,21,Music,0.34
Grace O'Toole,04/08/2021,28,Music,0.35
Grace O'Toole,05/08/2021,36,Music,0.35
Grace O'Toole,06/08/2021,43,Music,0.36
Grace O'Toole,07/08/2021,50,Music,0.37
Grace O'Toole,08/08/2021,57,Music,0.38
Grace O'Toole,09/08/2021,65,Music,0.39
Grace O'Toole,10/08/2021,72,Music,0.4
Grace O'Toole,11/08/2021,79,Music,0.41
Grace O'Toole,12/08/2021,86,Music,0.42
Penelope Butler,01/08/2021,72,Music,0.32
Penelope Butler,02/08/2021,14,Music,0.33
Penelope Butler,03/08/2021,21,Music,0.34
Penelope Butler,04/08/2021,28,Music,0.35
Penelope Butler,05/08/2021,36,Music,0.36
Penelope Butler,06/08/2021,43,Music,0.37
Penelope Butler,07/08/2021,50,Music,0.38
Penelope Butler,08/08/2021,57,Music,0.39
Penelope Butler,09/08/2021,65,Music,0.4
Penelope Butler,10/08/2021,72,Music,0.41
Penelope Butler,11/08/2021,79,Music,0.41
Penelope Butler,12/08/2021,86,Music,0.42
Eric Mullins,01/08/2021,72,Music,0.33
Eric Mullins,02/08/2021,14,Music,0.34
Eric Mullins,03/08/2021,21,Music,0.35
Eric Mullins,04/08/2021,28,Music,0.36
Eric Mullins,05/08/2021,36,Music,0.37
Eric Mullins,06/08/2021,43,Music,0.38
Eric Mullins,07/08/2021,50,Music,0.38
Eric Mullins,08/08/2021,57,Music,0.39
Eric Mullins,09/08/2021,65,Music,0.4
Eric Mullins,10/08/2021,72,Music,0.41
Eric Mullins,11/08/2021,79,Music,0.42
Eric Mullins,12/08/2021,86,Music,0.43
Rebecca Burchett,01/08/2021,72,Music,0.34
Rebecca Burchett,02/08/2021,14,Music,0.35
Rebecca Burchett,03/08/2021,21,Music,0.35
Rebecca Burchett,04/08/2021,28,Music,0.36
Rebecca Burchett,05/08/2021,36,Music,0.37
Rebecca Burchett,06/08/2021,43,Music,0.38
Rebecca Burchett,07/08/2021,50,Music,0.39
Rebecca Burchett,08/08/2021,57,Music,0.4
Rebecca Burchett,09/08/2021,65,Music,0.41
Rebecca Burchett,10/08/2021,72,Music,0.42
Rebecca Burchett,11/08/2021,79,Music,0.43
Rebecca Burchett,12/08/2021,86,Music,0.44
Mason Pynt,01/08/2021,72,Music,0.34
Mason Pynt,02/08/2021,14,Music,0.35
Mason Pynt,03/08/2021,21,Music,0.36
Mason Pynt,04/08/2021,28,Music,0.37
Mason Pynt,05/08/2021,36,Music,0.38
Mason Pynt,06/08/2021,43,Music,0.39
Mason Pynt,07/08/2021,50,Music,0.4
Mason Pynt,08/08/2021,57,Music,0.41
Mason Pynt,09/08/2021,65,Music,0.41
Mason Pynt,10/08/2021,72,Music,0.42
Mason Pynt,11/08/2021,79,Music,0.43
Mason Pynt,12/08/2021,86,Music,0.44
Emily Christie,01/08/2021,72,Music,0.35
Emily Christie,02/08/2021,14,Music,0.36
Emily Christie,03/08/2021,21,Music,0.37
Emily Christie,04/08/2021,28,Music,0.38
Emily Christie,05/08/2021,36,Music,0.38
Emily Christie,06/08/2021,43,Music,0.39
Emily Christie,07/08/2021,50,Music,0.4
Emily Christie,08/08/2021,57,Music,0.41
Emily Christie,09/08/2021,65,Music,0.42
Emily Christie,10/08/2021,72,Music,0.43
Emily Christie,11/08/2021,79,Music,0.44
Emily Christie,12/08/2021,86,Music,0.45
Cara Eccleston,01/08/2021,72,Music,0.35
Cara Eccleston,02/08/2021,14,Music,0.36
Cara Eccleston,03/08/2021,21,Music,0.37
Cara Eccleston,04/08/2021,28,Music,0.38
Cara Eccleston,05/08/2021,36,Music,0.39
Cara Eccleston,06/08/2021,43,Music,0.4
Cara Eccleston,07/08/2021,50,Music,0.41
Cara Eccleston,08/08/2021,57,Music,0.42
Cara Eccleston,09/08/2021,65,Music,0.43
Cara Eccleston,10/08/2021,72,Music,0.44
Cara Eccleston,11/08/2021,79,Music,0.44
Cara Eccleston,12/08/2021,86,Music,0.45
Domenica Stuart,01/08/2021,72,Music,0.36
Domenica Stuart,02/08/2021,14,Music,0.37
Domenica Stuart,03/08/2021,21,Music,0.38
Domenica Stuart,04/08/2021,28,Music,0.39
Domenica Stuart,05/08/2021,36,Music,0.4
Domenica Stuart,06/08/2021,43,Music,0.41
Domenica Stuart,07/08/2021,50,Music,0.41
Domenica Stuart,08/08/2021,57,Music,0.42
Domenica Stuart,09/08/2021,65,Music,0.43
Domenica Stuart,10/08/2021,72,Music,0.44
Domenica Stuart,11/08/2021,79,Music,0.45
Domenica Stuart,12/08/2021,86,Music,0.46
Katherine Stanbridge,01/08/2021,72,Music,0.37
Katherine Stanbridge,02/08/2021,14,Music,0.37
Katherine Stanbridge,03/08/2021,21,Music,0.38
Katherine Stanbridge,04/08/2021,28,Music,0.39
Katherine Stanbridge,05/08/2021,36,Music,0.4
Katherine Stanbridge,06/08/2021,43,Music,0.41
Katherine Stanbridge,07/08/2021,50,Music,0.42
Katherine Stanbridge,08/08/2021,57,Music,0.43
Katherine Stanbridge,09/08/2021,65,Music,0.44
Katherine Stanbridge,10/08/2021,72,Music,0.45
Katherine Stanbridge,11/08/2021,79,Music,0.46
Katherine Stanbridge,12/08/2021,86,Music,0.47
Phoebe Rathbone,01/08/2021,72,Music,0.37
Phoebe Rathbone,02/08/2021,14,Music,0.38
Phoebe Rathbone,03/08/2021,21,Music,0.39
Phoebe Rathbone,04/08/2021,28,Music,0.4
Phoebe Rathbone,05/08/2021,36,Music,0.41
Phoebe Rathbone,06/08/2021,43,Music,0.42
Phoebe Rathbone,07/08/2021,50,Music,0.43
Phoebe Rathbone,08/08/2021,57,Music,0.44
Phoebe Rathbone,09/08/2021,65,Music,0.44
Phoebe Rathbone,10/08/2021,72,Music,0.45
Phoebe Rathbone,11/08/2021,79,Music,0.46
Phoebe Rathbone,12/08/2021,86,Music,0.47
Kieran Patel,01/08/2021,72,Music,0.38
Kieran Patel,02/08/2021,14,Music,0.39
Kieran Patel,03/08/2021,21,Music,0.4
Kieran Patel,04/08/2021,28,Music,0.41
Kieran Patel,05/08/2021,36,Music,0.41
Kieran Patel,06/08/2021,43,Music,0.42
Kieran Patel,07/08/2021,50,Music,0.43
Kieran Patel,08/08/2021,57,Music,0.44
Kieran Patel,09/08/2021,65,Music,0.45
Kieran Patel,10/08/2021,72,Music,0.46
Kieran Patel,11/08/2021,79,Music,0.47
Kieran Patel,12/08/2021,86,Music,0.48
Aysha Swanson,01/08/2021,72,Music,0.38
Aysha Swanson,02/08/2021,14,Music,0.39
Aysha Swanson,03/08/2021,21,Music,0.4
Aysha Swanson,04/08/2021,28,Music,0.41
Aysha Swanson,05/08/2021,36,Music,0.42
Aysha Swanson,06/08/2021,43,Music,0.43
Aysha Swanson,07/08/2021,50,Music,0.44
Aysha Swanson,08/08/2021,57,Music,0.45
Aysha Swanson,09/08/2021,65,Music,0.46
Aysha Swanson,10/08/2021,72,Music,0.47
Aysha Swanson,11/08/2021,79,Music,0.47
Aysha Swanson,12/08/2021,86,Music,0.48
Jasmine Hill,01/08/2021,72,Music,0.39
Jasmine Hill,02/08/2021,14,Music,0.4
Jasmine Hill,03/08/2021,21,Music,0.41
Jasmine Hill,04/08/2021,28,Music,0.42
Jasmine Hill,05/08/2021,36,Music,0.43
Jasmine Hill,06/08/2021,43,Music,0.44
Jasmine Hill,07/08/2021,50,Music,0.44
Jasmine Hill,08/08/2021,57,Music,0.45
Jasmine Hill,09/08/2021,65,Music,0.46
Jasmine Hill,10/08/2021,72,Music,0.47
Jasmine Hill,11/08/2021,79,Music,0.48
Jasmine Hill,12/08/2021,86,Music,0.49
Nicholas Armstrong,01/08/2021,72,Music,0.4
Nicholas Armstrong,02/08/2021,14,Music,0.4
Nicholas Armstrong,03/08/2021,21,Music,0.41
Nicholas Armstrong,04/08/2021,28,Music,0.42
Nicholas Armstrong,05/08/2021,36,Music,0.43
Nicholas Armstrong,06/08/2021,43,Music,0.44
Nicholas Armstrong,07/08/2021,50,Music,0.45
Nicholas Armstrong,08/08/2021,57,Music,0.46
Nicholas Armstrong,09/08/2021,65,Music,0.47
Nicholas Armstrong,10/08/2021,72,Music,0.48
Nicholas Armstrong,11/08/2021,79,Music,0.49
Nicholas Armstrong,12/08/2021,86,Music,0.5
Anna McCormack,01/08/2021,72,Music,0.4
Anna McCormack,02/08/2021,14,Music,0.41
Anna McCormack,03/08/2021,21,Music,0.42
Anna McCormack,04/08/2021,28,Music,0.43
Anna McCormack,05/08/2021,36,Music,0.44
Anna McCormack,06/08/2021,43,Music,0.45
Anna McCormack,07/08/2021,50,Music,0.46
Anna McCormack,08/08/2021,57,Music,0.47
Anna McCormack,09/08/2021,65,Music,0.47
Anna McCormack,10/08/2021,72,Music,0.48
Anna McCormack,11/08/2021,79,Music,0.49
Anna McCormack,12/08/2021,86,Music,0.5
Maddison Hampton-Vickers,01/08/2021,72,Music,0.41
Maddison Hampton-Vickers,02/08/2021,14,Music,0.42
Maddison Hampton-Vickers,03/08/2021,21,Music,0.43
Maddison Hampton-Vickers,04/08/2021,28,Music,0.43
Maddison Hampton-Vickers,05/08/2021,36,Music,0.44
Maddison Hampton-Vickers,06/08/2021,43,Music,0.45
Maddison Hampton-Vickers,07/08/2021,50,Music,0.46
Maddison Hampton-Vickers,08/08/2021,57,Music,0.47
Maddison Hampton-Vickers,09/08/2021,65,Music,0.48
Maddison Hampton-Vickers,10/08/2021,72,Music,0.49
Maddison Hampton-Vickers,11/08/2021,79,Music,0.5
Maddison Hampton-Vickers,12/08/2021,86,Music,0.51
Thomas Conder,01/08/2021,72,Music,0.41
Thomas Conder,02/08/2021,14,Music,0.42
Thomas Conder,03/08/2021,21,Music,0.43
Thomas Conder,04/08/2021,28,Music,0.44
Thomas Conder,05/08/2021,36,Music,0.45
Thomas Conder,06/08/2021,43,Music,0.46
Thomas Conder,07/08/2021,50,Music,0.47
Thomas Conder,08/08/2021,57,Music,0.48
Thomas Conder,09/08/2021,65,Music,0.49
Thomas Conder,10/08/2021,72,Music,0.5
Thomas Conder,11/08/2021,79,Music,0.5
Thomas Conder,12/08/2021,86,Music,0.51
Isabel Simpson,01/08/2021,72,Music,0.42
Isabel Simpson,02/08/2021,14,Music,0.43
Isabel Simpson,03/08/2021,21,Music,0.44
Isabel Simpson,04/08/2021,28,Music,0.45
Isabel Simpson,05/08/2021,36,Music,0.46
Isabel Simpson,06/08/2021,43,Music,0.46
Isabel Simpson,07/08/2021,50,Music,0.47
Isabel Simpson,08/08/2021,57,Music,0.48
Isabel Simpson,09/08/2021,65,Music,0.49
Isabel Simpson,10/08/2021,72,Music,0.5
Isabel Simpson,11/08/2021,79,Music,0.51
Isabel Simpson,12/08/2021,86,Music,0.52
Viktor Mechtler,01/08/2021,72,Music,0.43
Viktor Mechtler,02/08/2021,14,Music,0.43
Viktor Mechtler,03/08/2021,21,Music,0.44
Viktor Mechtler,04/08/2021,28,Music,0.45
Viktor Mechtler,05/08/2021,36,Music,0.46
Viktor Mechtler,06/08/2021,43,Music,0.47
Viktor Mechtler,07/08/2021,50,Music,0.48
Viktor Mechtler,08/08/2021,57,Music,0.49
Viktor Mechtler,09/08/2021,65,Music,0.5
Viktor Mechtler,10/08/2021,72,Music,0.51
Viktor Mechtler,11/08/2021,79,Music,0.52
Viktor Mechtler,12/08/2021,86,Music,0.53
Matteo Scali,01/08/2021,72,Music,0.43
Matteo Scali,02/08/2021,14,Music,0.44
Matteo Scali,03/08/2021,21,Music,0.45
Matteo Scali,04/08/2021,28,Music,0.46
Matteo Scali,05/08/2021,36,Music,0.47
Matteo Scali,06/08/2021,43,Music,0.48
Matteo Scali,07/08/2021,50,Music,0.49
Matteo Scali,08/08/2021,57,Music,0.49
Matteo Scali,09/08/2021,65,Music,0.5
Matteo Scali,10/08/2021,72,Music,0.51
Matteo Scali,11/08/2021,79,Music,0.52
Matteo Scali,12/08/2021,86,Music,0.53
Alexandra York,01/08/2021,72,Music,0.44
Alexandra York,02/08/2021,14,Music,0.45
Alexandra York,03/08/2021,21,Music,0.46
Alexandra York,04/08/2021,28,Music,0.46
Alexandra York,05/08/2021,36,Music,0.47
Alexandra York,06/08/2021,43,Music,0.48
Alexandra York,07/08/2021,50,Music,0.49
Alexandra York,08/08/2021,57,Music,0.5
Alexandra York,09/08/2021,65,Music,0.51
Alexandra York,10/08/2021,72,Music,0.52
Alexandra York,11/08/2021,79,Music,0.53
Alexandra York,12/08/2021,86,Music,0.54
Piper Allen,01/08/2021,72,Music,0.44
Piper Allen,02/08/2021,14,Music,0.45
Piper Allen,03/08/2021,21,Music,0.46
Piper Allen,04/08/2021,28,Music,0.47
Piper Allen,05/08/2021,36,Music,0.48
Piper Allen,06/08/2021,43,Music,0.49
Piper Allen,07/08/2021,50,Music,0.5
Piper Allen,08/08/2021,57,Music,0.51
Piper Allen,09/08/2021,65,Music,0.52
Piper Allen,10/08/2021,72,Music,0.53
Piper Allen,11/08/2021,79,Music,0.53
Piper Allen,12/08/2021,86,Music,0.54
Beau Davies,01/08/2021,72,Music,0.45
Beau Davies,02/08/2021,14,Music,0.46
Beau Davies,03/08/2021,21,Music,0.47
Beau Davies,04/08/2021,28,Music,0.48
Beau Davies,05/08/2021,36,Music,0.49
Beau Davies,06/08/2021,43,Music,0.49
Beau Davies,07/08/2021,50,Music,0.5
Beau Davies,08/08/2021,57,Music,0.51
Beau Davies,09/08/2021,65,Music,0.52
Beau Davies,10/08/2021,72,Music,0.53
Beau Davies,11/08/2021,79,Music,0.54
Beau Davies,12/08/2021,86,Music,0.55
Alisa Elkins,01/08/2021,72,Music,0.46
Alisa Elkins,02/08/2021,14,Music,0.46
Alisa Elkins,03/08/2021,21,Music,0.47
Alisa Elkins,04/08/2021,28,Music,0.48
Alisa Elkins,05/08/2021,36,Music,0.49
Alisa Elkins,06/08/2021,43,Music,0.5
Alisa Elkins,07/08/2021,50,Music,0.51
Alisa Elkins,08/08/2021,57,Music,0.52
Alisa Elkins,09/08/2021,65,Music,0.53
Alisa Elkins,10/08/2021,72,Music,0.54
Alisa Elkins,11/08/2021,79,Music,0.55
Alisa Elkins,12/08/2021,86,Music,0.56
Harrison Garrett,01/08/2021,72,Music,0.46
Harrison Garrett,02/08/2021,14,Music,0.47
Harrison Garrett,03/08/2021,21,Music,0.48
Harrison Garrett,04/08/2021,28,Music,0.49
Harrison Garrett,05/08/2021,36,Music,0.5
Harrison Garrett,06/08/2021,43,Music,0.51
Harrison Garrett,07/08/2021,50,Music,0.52
Harrison Garrett,08/08/2021,57,Music,0.52
Harrison Garrett,09/08/2021,65,Music,0.53
Harrison Garrett,10/08/2021,72,Music,0.54
Harrison Garrett,11/08/2021,79,Music,0.55
Harrison Garrett,12/08/2021,86,Music,0.56
Lauren Wong,01/08/2021,72,Music,0.47
Lauren Wong,02/08/2021,14,Music,0.48
Lauren Wong,03/08/2021,21,Music,0.49
Lauren Wong,04/08/2021,28,Music,0.49
Lauren Wong,05/08/2021,36,Music,0.5
Lauren Wong,06/08/2021,43,Music,0.51
Lauren Wong,07/08/2021,50,Music,0.52
Lauren Wong,08/08/2021,57,Music,0.53
Lauren Wong,09/08/2021,65,Music,0.54
Lauren Wong,10/08/2021,72,Music,0.55
Lauren Wong,11/08/2021,79,Music,0.56
Lauren Wong,12/08/2021,86,Music,0.57
Rachel Kinghorn,01/08/2021,72,Music,0.47
Rachel Kinghorn,02/08/2021,14,Music,0.48
Rachel Kinghorn,03/08/2021,21,Music,0.49
Rachel Kinghorn,04/08/2021,28,Music,0.5
Rachel Kinghorn,05/08/2021,36,Music,0.51
Rachel Kinghorn,06/08/2021,43,Music,0.52
Rachel Kinghorn,07/08/2021,50,Music,0.53
Rachel Kinghorn,08/08/2021,57,Music,0.54
Rachel Kinghorn,09/08/2021,65,Music,0.55
Rachel Kinghorn,10/08/2021,72,Music,0.55
Rachel Kinghorn,11/08/2021,79,Music,0.56
Rachel Kinghorn,12/08/2021,86,Music,0.57
Zoe Kimber,01/08/2021,72,Music,0.48
Zoe Kimber,02/08/2021,14,Music,0.49
Zoe Kimber,03/08/2021,21,Music,0.5
Zoe Kimber,04/08/2021,28,Music,0.51
Zoe Kimber,05/08/2021,36,Music,0.52
Zoe Kimber,06/08/2021,43,Music,0.52
Zoe Kimber,07/08/2021,50,Music,0.53
Zoe Kimber,08/08/2021,57,Music,0.54
Zoe Kimber,09/08/2021,65,Music,0.55
Zoe Kimber,10/08/2021,72,Music,0.56
Zoe Kimber,11/08/2021,79,Music,0.57
Zoe Kimber,12/08/2021,86,Music,0.58
Tatiana Cunningham,01/08/2021,72,Music,0.49
Tatiana Cunningham,02/08/2021,14,Music,0.49
Tatiana Cunningham,03/08/2021,21,Music,0.5
Tatiana Cunningham,04/08/2021,28,Music,0.51
Tatiana Cunningham,05/08/2021,36,Music,0.52
Tatiana Cunningham,06/08/2021,43,Music,0.53
Tatiana Cunningham,07/08/2021,50,Music,0.54
Tatiana Cunningham,08/08/2021,57,Music,0.55
Tatiana Cunningham,09/08/2021,65,Music,0.56
Tatiana Cunningham,10/08/2021,72,Music,0.57
Tatiana Cunningham,11/08/2021,79,Music,0.58
Tatiana Cunningham,12/08/2021,86,Music,0.58
Vanessa Sebel,01/08/2021,72,Music,0.49
Vanessa Sebel,02/08/2021,14,Music,0.5
Vanessa Sebel,03/08/2021,21,Music,0.51
Vanessa Sebel,04/08/2021,28,Music,0.52
Vanessa Sebel,05/08/2021,36,Music,0.53
Vanessa Sebel,06/08/2021,43,Music,0.54
Vanessa Sebel,07/08/2021,50,Music,0.55
Vanessa Sebel,08/08/2021,57,Music,0.55
Vanessa Sebel,09/08/2021,65,Music,0.56
Vanessa Sebel,10/08/2021,72,Music,0.57
Vanessa Sebel,11/08/2021,79,Music,0.58
Vanessa Sebel,12/08/2021,86,Music,0.59
Aidan O'Reilly,01/08/2021,72,Music,0.5
Aidan O'Reilly,02/08/2021,14,Music,0.51
Aidan O'Reilly,03/08/2021,21,Music,0.52
Aidan O'Reilly,04/08/2021,28,Music,0.52
Aidan O'Reilly,05/08/2021,36,Music,0.53
Aidan O'Reilly,06/08/2021,43,Music,0.54
Aidan O'Reilly,07/08/2021,50,Music,0.55
Aidan O'Reilly,08/08/2021,57,Music,0.56
Aidan O'Reilly,09/08/2021,65,Music,0.57
Aidan O'Reilly,10/08/2021,72,Music,0.58
Aidan O'Reilly,11/08/2021,79,Music,0.59
Aidan O'Reilly,12/08/2021,86,Music,0.6
Thomas Cartwright,01/08/2021,72,Music,0.5
Thomas Cartwright,02/08/2021,14,Music,0.51
Thomas Cartwright,03/08/2021,21,Music,0.52
Thomas Cartwright,04/08/2021,28,Music,0.53
Thomas Cartwright,05/08/2021,36,Music,0.54
Thomas Cartwright,06/08/2021,43,Music,0.55
Thomas Cartwright,07/08/2021,50,Music,0.56
Thomas Cartwright,08/08/2021,57,Music,0.57
Thomas Cartwright,09/08/2021,65,Music,0.58
Thomas Cartwright,10/08/2021,72,Music,0.58
Thomas Cartwright,11/08/2021,79,Music,0.59
Thomas Cartwright,12/08/2021,86,Music,0.6
Angus Olsen,01/08/2021,72,Music,0.51
Angus Olsen,02/08/2021,14,Music,0.52
Angus Olsen,03/08/2021,21,Music,0.53
Angus Olsen,04/08/2021,28,Music,0.54
Angus Olsen,05/08/2021,36,Music,0.55
Angus Olsen,06/08/2021,43,Music,0.55
Angus Olsen,07/08/2021,50,Music,0.56
Angus Olsen,08/08/2021,57,Music,0.57
Angus Olsen,09/08/2021,65,Music,0.58
Angus Olsen,10/08/2021,72,Music,0.59
Angus Olsen,11/08/2021,79,Music,0.6
Angus Olsen,12/08/2021,86,Music,0.61
Annalise Joyce,01/08/2021,72,Music,0.52
Annalise Joyce,02/08/2021,14,Music,0.52
Annalise Joyce,03/08/2021,21,Music,0.53
Annalise Joyce,04/08/2021,28,Music,0.54
Annalise Joyce,05/08/2021,36,Music,0.55
Annalise Joyce,06/08/2021,43,Music,0.56
Annalise Joyce,07/08/2021,50,Music,0.57
Annalise Joyce,08/08/2021,57,Music,0.58
Annalise Joyce,09/08/2021,65,Music,0.59
Annalise Joyce,10/08/2021,72,Music,0.6
Annalise Joyce,11/08/2021,79,Music,0.61
Annalise Joyce,12/08/2021,86,Music,0.61
Enzo Pritchard-Carniato,01/08/2021,72,Music,0.52
Enzo Pritchard-Carniato,02/08/2021,14,Music,0.53
Enzo Pritchard-Carniato,03/08/2021,21,Music,0.54
Enzo Pritchard-Carniato,04/08/2021,28,Music,0.55
Enzo Pritchard-Carniato,05/08/2021,36,Music,0.56
Enzo Pritchard-Carniato,06/08/2021,43,Music,0.57
Enzo Pritchard-Carniato,07/08/2021,50,Music,0.58
Enzo Pritchard-Carniato,08/08/2021,57,Music,0.58
Enzo Pritchard-Carniato,09/08/2021,65,Music,0.59
Enzo Pritchard-Carniato,10/08/2021,72,Music,0.6
Enzo Pritchard-Carniato,11/08/2021,79,Music,0.61
Enzo Pritchard-Carniato,12/08/2021,86,Music,0.62
Brooke Dilworth,01/08/2021,72,Music,0.53
Brooke Dilworth,02/08/2021,14,Music,0.54
Brooke Dilworth,03/08/2021,21,Music,0.55
Brooke Dilworth,04/08/2021,28,Music,0.55
Brooke Dilworth,05/08/2021,36,Music,0.56
Brooke Dilworth,06/08/2021,43,Music,0.57
