student,date,effortScore,class,acPercentile
Rebecca Burchett,03/08/2021,68,Music,0.68
Rebecca Burchett,04/08/2021,69,Music,0.69
Rebecca Burchett,05/08/2021,70,Music,0.7
Rebecca Burchett,06/08/2021,71,Music,0.71
Rebecca Burchett,07/08/2021,72,Music,0.72
Rebecca Burchett,08/08/2021,73,Music,0.73
Rebecca Burchett,09/08/2021,74,Music,0.74
Rebecca Burchett,10/08/2021,75,Music,0.75
Rebecca Burchett,11/08/2021,76,Music,0.76
Rebecca Burchett,12/08/2021,77,Music,0.77
Mason Pynt,01/08/2021,67,Music,0.67
Mason Pynt,02/08/2021,68,Music,0.68
Mason Pynt,03/08/2021,69,Music,0.69
Mason Pynt,04/08/2021,70,Music,0.7
Mason Pynt,05/08/2021,71,Music,0.71
Mason Pynt,06/08/2021,72,Music,0.72
Mason Pynt,07/08/2021,73,Music,0.73
Mason Pynt,08/08/2021,74,Music,0.74
Mason Pynt,09/08/2021,75,Music,0.75
Mason Pynt,10/08/2021,76,Music,0.76
Mason Pynt,11/08/2021,77,Music,0.77
Mason Pynt,12/08/2021,78,Music,0.78
Emily Christie,01/08/2021,68,Music,0.68
Emily Christie,02/08/2021,69,Music,0.69
Emily Christie,03/08/2021,70,Music,0.7
Emily Christie,04/08/2021,71,Music,0.71
Emily Christie,05/08/2021,72,Music,0.72
Emily Christie,06/08/2021,73,Music,0.73
Emily Christie,07/08/2021,74,Music,0.74
Emily Christie,08/08/2021,75,Music,0.75
Emily Christie,09/08/2021,76,Music,0.76
Emily Christie,10/08/2021,77,Music,0.77
Emily Christie,11/08/2021,78,Music,0.78
Emily Christie,12/08/2021,79,Music,0.79
Cara Eccleston,01/08/2021,69,Music,0.69
Cara Eccleston,02/08/2021,70,Music,0.7
Cara Eccleston,03/08/2021,71,Music,0.71
Cara Eccleston,04/08/2021,72,Music,0.72
Cara Eccleston,05/08/2021,73,Music,0.73
Cara Eccleston,06/08/2021,74,Music,0.74
Cara Eccleston,07/08/2021,75,Music,0.75
Cara Eccleston,08/08/2021,76,Music,0.76
Cara Eccleston,09/08/2021,77,Music,0.77
Cara Eccleston,10/08/2021,78,Music,0.78
Cara Eccleston,11/08/2021,79,Music,0.79
Cara Eccleston,12/08/2021,80,Music,0.8
Domenica Stuart,01/08/2021,70,Music,0.7
Domenica Stuart,02/08/2021,71,Music,0.71
Domenica Stuart,03/08/2021,72,Music,0.72
Domenica Stuart,04/08/2021,73,Music,0.73
Domenica Stuart,05/08/2021,74,Music,0.74
Domenica Stuart,06/08/2021,75,Music,0.75
Domenica Stuart,07/08/2021,76,Music,0.76
Domenica Stuart,08/08/2021,77,Music,0.77
Domenica Stuart,09/08/2021,78,Music,0.78
Domenica Stuart,10/08/2021,79,Music,0.79
Domenica Stuart,11/08/2021,80,Music,0.8
Domenica Stuart,12/08/2021,81,Music,0.81
Katherine Stanbridge,01/08/2021,71,Music,0.71
Katherine Stanbridge,02/08/2021,72,Music,0.72
Katherine Stanbridge,03/08/2021,73,Music,0.73
Katherine Stanbridge,04/08/2021,74,Music,0.74
Katherine Stanbridge,05/08/2021,75,Music,0.75
Katherine Stanbridge,06/08/2021,76,Music,0.76
Katherine Stanbridge,07/08/2021,77,Music,0.77
Katherine Stanbridge,08/08/2021,78,Music,0.78
Katherine Stanbridge,09/08/2021,79,Music,0.79
Katherine Stanbridge,10/08/2021,80,Music,0.8
Katherine Stanbridge,11/08/2021,81,Music,0.81
Katherine Stanbridge,12/08/2021,82,Music,0.82
Phoebe Rathbone,01/08/2021,72,Music,0.72
Phoebe Rathbone,02/08/2021,73,Music,0.73
Phoebe Rathbone,03/08/2021,74,Music,0.74
Phoebe Rathbone,04/08/2021,75,Music,0.75
Phoebe Rathbone,05/08/2021,76,Music,0.76
Phoebe Rathbone,06/08/2021,77,Music,0.77
Phoebe Rathbone,07/08/2021,78,Music,0.78
Phoebe Rathbone,08/08/2021,79,Music,0.79
Phoebe Rathbone,09/08/2021,80,Music,0.8
Phoebe Rathbone,10/08/2021,81,Music,0.81
Phoebe Rathbone,11/08/2021,82,Music,0.82
Phoebe Rathbone,12/08/2021,83,Music,0.83
Kieran Patel,01/08/2021,73,Music,0.73
Kieran Patel,02/08/2021,74,Music,0.74
Kieran Patel,03/08/2021,75,Music,0.75
Kieran Patel,04/08/2021,76,Music,0.76
Kieran Patel,05/08/2021,77,Music,0.77
Kieran Patel,06/08/2021,78,Music,0.78
Kieran Patel,07/08/2021,79,Music,0.79
Kieran Patel,08/08/2021,80,Music,0.8
Kieran Patel,09/08/2021,81,Music,0.81
Kieran Patel,10/08/2021,82,Music,0.82
Kieran Patel,11/08/2021,83,Music,0.83
Kieran Patel,12/08/2021,84,Music,0.84
Aysha Swanson,01/08/2021,74,Music,0.74
Aysha Swanson,02/08/2021,75,Music,0.75
Aysha Swanson,03/08/2021,76,Music,0.76
Aysha Swanson,04/08/2021,77,Music,0.77
Aysha Swanson,05/08/2021,78,Music,0.78
Aysha Swanson,06/08/2021,79,Music,0.79
Aysha Swanson,07/08/2021,80,Music,0.8
Aysha Swanson,08/08/2021,81,Music,0.81
Aysha Swanson,09/08/2021,82,Music,0.82
Aysha Swanson,10/08/2021,83,Music,0.83
Aysha Swanson,11/08/2021,84,Music,0.84
Aysha Swanson,12/08/2021,85,Music,0.85
Jasmine Hill,01/08/2021,75,Music,0.75
Jasmine Hill,02/08/2021,76,Music,0.76
Jasmine Hill,03/08/2021,77,Music,0.77
Jasmine Hill,04/08/2021,78,Music,0.78
Jasmine Hill,05/08/2021,79,Music,0.79
Jasmine Hill,06/08/2021,80,Music,0.8
Jasmine Hill,07/08/2021,81,Music,0.81
Jasmine Hill,08/08/2021,82,Music,0.82
Jasmine Hill,09/08/2021,83,Music,0.83
Jasmine Hill,10/08/2021,84,Music,0.84
Jasmine Hill,11/08/2021,85,Music,0.85
Jasmine Hill,12/08/2021,86,Music,0.86
Nicholas Armstrong,01/08/2021,76,Music,0.76
Nicholas Armstrong,02/08/2021,77,Music,0.77
Nicholas Armstrong,03/08/2021,78,Music,0.78
Nicholas Armstrong,04/08/2021,79,Music,0.79
Nicholas Armstrong,05/08/2021,80,Music,0.8
Nicholas Armstrong,06/08/2021,81,Music,0.81
Nicholas Armstrong,07/08/2021,82,Music,0.82
Nicholas Armstrong,08/08/2021,83,Music,0.83
Nicholas Armstrong,09/08/2021,84,Music,0.84
Nicholas Armstrong,10/08/2021,85,Music,0.85
Nicholas Armstrong,11/08/2021,86,Music,0.86
Nicholas Armstrong,12/08/2021,87,Music,0.87
Anna McCormack,01/08/2021,77,Music,0.77
Anna McCormack,02/08/2021,78,Music,0.78
Anna McCormack,03/08/2021,79,Music,0.79
Anna McCormack,04/08/2021,80,Music,0.8
Anna McCormack,05/08/2021,81,Music,0.81
Anna McCormack,06/08/2021,82,Music,0.82
Anna McCormack,07/08/2021,83,Music,0.83
Anna McCormack,08/08/2021,84,Music,0.84
Anna McCormack,09/08/2021,85,Music,0.85
Anna McCormack,10/08/2021,86,Music,0.86
Anna McCormack,11/08/2021,87,Music,0.87
Anna McCormack,12/08/2021,88,Music,0.88
Maddison Hampton-Vickers,01/08/2021,78,Music,0.78
Maddison Hampton-Vickers,02/08/2021,79,Music,0.79
Maddison Hampton-Vickers,03/08/2021,80,Music,0.8
Maddison Hampton-Vickers,04/08/2021,81,Music,0.81
Maddison Hampton-Vickers,05/08/2021,82,Music,0.82
Maddison Hampton-Vickers,06/08/2021,83,Music,0.83
Maddison Hampton-Vickers,07/08/2021,84,Music,0.84
Maddison Hampton-Vickers,08/08/2021,85,Music,0.85
Maddison Hampton-Vickers,09/08/2021,86,Music,0.86
Maddison Hampton-Vickers,10/08/2021,87,Music,0.87
Maddison Hampton-Vickers,11/08/2021,88,Music,0.88
Maddison Hampton-Vickers,12/08/2021,89,Music,0.89
Thomas Conder,01/08/2021,79,Music,0.79
Thomas Conder,02/08/2021,80,Music,0.8
Thomas Conder,03/08/2021,81,Music,0.81
Thomas Conder,04/08/2021,82,Music,0.82
Thomas Conder,05/08/2021,83,Music,0.83
Thomas Conder,06/08/2021,84,Music,0.84
Thomas Conder,07/08/2021,85,Music,0.85
Thomas Conder,08/08/2021,86,Music,0.86
Thomas Conder,09/08/2021,87,Music,0.87
Thomas Conder,10/08/2021,88,Music,0.88
Thomas Conder,11/08/2021,89,Music,0.89
Thomas Conder,12/08/2021,90,Music,0.9
Isabel Simpson,01/08/2021,80,Music,0.8
Isabel Simpson,02/08/2021,81,Music,0.81
Isabel Simpson,03/08/2021,82,Music,0.82
Isabel Simpson,04/08/2021,83,Music,0.83
Isabel Simpson,05/08/2021,84,Music,0.84
Isabel Simpson,06/08/2021,85,Music,0.85
Isabel Simpson,07/08/2021,86,Music,0.86
Isabel Simpson,08/08/2021,87,Music,0.87
Isabel Simpson,09/08/2021,88,Music,0.88
Isabel Simpson,10/08/2021,89,Music,0.89
Isabel Simpson,11/08/2021,90,Music,0.9
Isabel Simpson,12/08/2021,91,Music,0.91
Viktor Mechtler,01/08/2021,81,Music,0.81
Viktor Mechtler,02/08/2021,82,Music,0.82
Viktor Mechtler,03/08/2021,83,Music,0.83
Viktor Mechtler,04/08/2021,84,Music,0.84
Viktor Mechtler,05/08/2021,85,Music,0.85
Viktor Mechtler,06/08/2021,86,Music,0.86
Viktor Mechtler,07/08/2021,87,Music,0.87
Viktor Mechtler,08/08/2021,88,Music,0.88
Viktor Mechtler,09/08/2021,89,Music,0.89
Viktor Mechtler,10/08/2021,90,Music,0.9
Viktor Mechtler,11/08/2021,91,Music,0.91
Viktor Mechtler,12/08/2021,92,Music,0.92
Matteo Scali,01/08/2021,82,Music,0.82
Matteo Scali,02/08/2021,83,Music,0.83
Matteo Scali,03/08/2021,84,Music,0.84
Matteo Scali,04/08/2021,85,Music,0.85
Matteo Scali,05/08/2021,86,Music,0.86
Matteo Scali,06/08/2021,87,Music,0.87
Matteo Scali,07/08/2021,88,Music,0.88
Matteo Scali,08/08/2021,89,Music,0.89
Matteo Scali,09/08/2021,90,Music,0.9
Matteo Scali,10/08/2021,91,Music,0.91
Matteo Scali,11/08/2021,92,Music,0.92
Matteo Scali,12/08/2021,93,Music,0.93
Alexandra York,01/08/2021,83,Music,0.83
Alexandra York,02/08/2021,84,Music,0.84
Alexandra York,03/08/2021,85,Music,0.85
Alexandra York,04/08/2021,86,Music,0.86
Alexandra York,05/08/2021,87,Music,0.87
Alexandra York,06/08/2021,88,Music,0.88
Alexandra York,07/08/2021,89,Music,0.89
Alexandra York,08/08/2021,90,Music,0.9
Alexandra York,09/08/2021,91,Music,0.91
Alexandra York,10/08/2021,92,Music,0.92
Alexandra York,11/08/2021,93,Music,0.93
Alexandra York,12/08/2021,94,Music,0.94
Piper Allen,01/08/2021,84,Music,0.84
Piper Allen,02/08/2021,85,Music,0.85
Piper Allen,03/08/2021,86,Music,0.86
Piper Allen,04/08/2021,87,Music,0.87
Piper Allen,05/08/2021,88,Music,0.88
Piper Allen,06/08/2021,89,Music,0.89
Piper Allen,07/08/2021,90,Music,0.9
Piper Allen,08/08/2021,91,Music,0.91
Piper Allen,09/08/2021,92,Music,0.92
Piper Allen,10/08/2021,93,Music,0.93
Piper Allen,11/08/2021,94,Music,0.94
Piper Allen,12/08/2021,95,Music,0.95
Beau Davies,01/08/2021,85,Music,0.85
Beau Davies,02/08/2021,86,Music,0.86
Beau Davies,03/08/2021,87,Music,0.87
Beau Davies,04/08/2021,88,Music,0.88
Beau Davies,05/08/2021,89,Music,0.89
Beau Davies,06/08/2021,90,Music,0.9
Beau Davies,07/08/2021,91,Music,0.91
Beau Davies,08/08/2021,92,Music,0.92
Beau Davies,09/08/2021,93,Music,0.93
Beau Davies,10/08/2021,94,Music,0.94
Beau Davies,11/08/2021,95,Music,0.95
Beau Davies,12/08/2021,96,Music,0.96
Alisa Elkins,01/08/2021,86,Music,0.86
Alisa Elkins,02/08/2021,87,Music,0.87
Alisa Elkins,03/08/2021,88,Music,0.88
Alisa Elkins,04/08/2021,89,Music,0.89
Alisa Elkins,05/08/2021,90,Music,0.9
Alisa Elkins,06/08/2021,91,Music,0.91
Alisa Elkins,07/08/2021,92,Music,0.92
Alisa Elkins,08/08/2021,93,Music,0.93
Alisa Elkins,09/08/2021,94,Music,0.94
Alisa Elkins,10/08/2021,95,Music,0.95
Alisa Elkins,11/08/2021,96,Music,0.96
Alisa Elkins,12/08/2021,97,Music,0.97
Harrison Garrett,01/08/2021,87,Music,0.87
Harrison Garrett,02/08/2021,88,Music,0.88
Harrison Garrett,03/08/2021,89,Music,0.89
Harrison Garrett,04/08/2021,90,Music,0.9
Harrison Garrett,05/08/2021,91,Music,0.91
Harrison Garrett,06/08/2021,92,Music,0.92
Harrison Garrett,07/08/2021,93,Music,0.93
Harrison Garrett,08/08/2021,94,Music,0.94
Harrison Garrett,09/08/2021,95,Music,0.95
Harrison Garrett,10/08/2021,96,Music,0.96
Harrison Garrett,11/08/2021,97,Music,0.97
Harrison Garrett,12/08/2021,98,Music,0.98
Lauren Wong,01/08/2021,88,Music,0.88
Lauren Wong,02/08/2021,89,Music,0.89
Lauren Wong,03/08/2021,90,Music,0.9
Lauren Wong,04/08/2021,91,Music,0.91
Lauren Wong,05/08/2021,92,Music,0.92
Lauren Wong,06/08/2021,93,Music,0.93
Lauren Wong,07/08/2021,94,Music,0.94
Lauren Wong,08/08/2021,95,Music,0.95
Lauren Wong,09/08/2021,96,Music,0.96
Lauren Wong,10/08/2021,97,Music,0.97
Lauren Wong,11/08/2021,98,Music,0.98
Lauren Wong,12/08/2021,99,Music,0.99
Rachel Kinghorn,01/08/2021,89,Music,0.89
Rachel Kinghorn,02/08/2021,90,Music,0.9
Rachel Kinghorn,03/08/2021,91,Music,0.91
Rachel Kinghorn,04/08/2021,92,Music,0.92
Rachel Kinghorn,05/08/2021,93,Music,0.93
Rachel Kinghorn,06/08/2021,94,Music,0.94
Rachel Kinghorn,07/08/2021,95,Music,0.95
Rachel Kinghorn,08/08/2021,96,Music,0.96
Rachel Kinghorn,09/08/2021,97,Music,0.97
Rachel Kinghorn,10/08/2021,98,Music,0.98
Rachel Kinghorn,11/08/2021,99,Music,0.99
Rachel Kinghorn,12/08/2021,00,Music,0
Zoe Kimber,01/08/2021,90,Music,0.9
Zoe Kimber,02/08/2021,91,Music,0.91
Zoe Kimber,03/08/2021,92,Music,0.92
Zoe Kimber,04/08/2021,93,Music,0.93
Zoe Kimber,05/08/2021,94,Music,0.94
Zoe Kimber,06/08/2021,95,Music,0.95
Zoe Kimber,07/08/2021,96,Music,0.96
Zoe Kimber,08/08/2021,97,Music,0.97
Zoe Kimber,09/08/2021,98,Music,0.98
Zoe Kimber,10/08/2021,99,Music,0.99
Zoe Kimber,11/08/2021,00,Music,0
Zoe Kimber,12/08/2021,01,Music,0.01
Tatiana Cunningham,01/08/2021,91,Music,0.91
Tatiana Cunningham,02/08/2021,92,Music,0.92
Tatiana Cunningham,03/08/2021,93,Music,0.93
Tatiana Cunningham,04/08/2021,94,Music,0.94
Tatiana Cunningham,05/08/2021,95,Music,0.95
Tatiana Cunningham,06/08/2021,96,Music,0.96
Tatiana Cunningham,07/08/2021,97,Music,0.97
Tatiana Cunningham,08/08/2021,98,Music,0.98
Tatiana Cunningham,09/08/2021,99,Music,0.99
Tatiana Cunningham,10/08/2021,00,Music,0
Tatiana Cunningham,11/08/2021,01,Music,0.01
Tatiana Cunningham,12/08/2021,02,Music,0.02
Vanessa Sebel,01/08/2021,92,Music,0.92
Vanessa Sebel,02/08/2021,93,Music,0.93
Vanessa Sebel,03/08/2021,94,Music,0.94
Vanessa Sebel,04/08/2021,95,Music,0.95
Vanessa Sebel,05/08/2021,96,Music,0.96
Vanessa Sebel,06/08/2021,97,Music,0.97
Vanessa Sebel,07/08/2021,98,Music,0.98
Vanessa Sebel,08/08/2021,99,Music,0.99
Vanessa Sebel,09/08/2021,00,Music,0
Vanessa Sebel,10/08/2021,01,Music,0.01
Vanessa Sebel,11/08/2021,02,Music,0.02
Vanessa Sebel,12/08/2021,03,Music,0.03
Aidan O'Reilly,01/08/2021,93,Music,0.93
Aidan O'Reilly,02/08/2021,94,Music,0.94
Aidan O'Reilly,03/08/2021,95,Music,0.95
Aidan O'Reilly,04/08/2021,96,Music,0.96
Aidan O'Reilly,05/08/2021,97,Music,0.97
Aidan O'Reilly,06/08/2021,98,Music,0.98
Aidan O'Reilly,07/08/2021,99,Music,0.99
Aidan O'Reilly,08/08/2021,00,Music,0
Aidan O'Reilly,09/08/2021,01,Music,0.01
Aidan O'Reilly,10/08/2021,02,Music,0.02
Aidan O'Reilly,11/08/2021,03,Music,0.03
Aidan O'Reilly,12/08/2021,04,Music,0.04
Thomas Cartwright,01/08/2021,94,Music,0.94
Thomas Cartwright,02/08/2021,95,Music,0.95
Thomas Cartwright,03/08/2021,96,Music,0.96
Thomas Cartwright,04/08/2021,97,Music,0.97
Thomas Cartwright,05/08/2021,98,Music,0.98
Thomas Cartwright,06/08/2021,99,Music,0.99
Thomas Cartwright,07/08/2021,00,Music,0
Thomas Cartwright,08/08/2021,01,Music,0.01
Thomas Cartwright,09/08/2021,02,Music,0.02
Thomas Cartwright,10/08/2021,03,Music,0.03
Thomas Cartwright,11/08/2021,04,Music,0.04
Thomas Cartwright,12/08/2021,05,Music,0.05
Angus Olsen,01/08/2021,95,Music,0.95
Angus Olsen,02/08/2021,96,Music,0.96
Angus Olsen,03/08/2021,97,Music,0.97
Angus Olsen,04/08/2021,98,Music,0.98
Angus Olsen,05/08/2021,99,Music,0.99
Angus Olsen,06/08/2021,00,Music,0
Angus Olsen,07/08/2021,01,Music,0.01
Angus Olsen,08/08/2021,02,Music,0.02
Angus Olsen,09/08/2021,03,Music,0.03
Angus Olsen,10/08/2021,04,Music,0.04
Angus Olsen,11/08/2021,05,Music,0.05
Angus Olsen,12/08/2021,06,Music,0.06
Annalise Joyce,01/08/2021,96,Music,0.96
Annalise Joyce,02/08/2021,97,Music,0.97
Annalise Joyce,03/08/2021,98,Music,0.98
Annalise Joyce,04/08/2021,99,Music,0.99
Annalise Joyce,05/08/2021,00,Music,0
Annalise Joyce,06/08/2021,01,Music,0.01
Annalise Joyce,07/08/2021,02,Music,0.02
Annalise Joyce,08/08/2021,03,Music,0.03
Annalise Joyce,09/08/2021,04,Music,0.04
Annalise Joyce,10/08/2021,05,Music,0.05
Annalise Joyce,11/08/2021,06,Music,0.06
Annalise Joyce,12/08/2021,07,Music,0.07
Enzo Pritchard-Carniato,01/08/2021,97,Music,0.97
Enzo Pritchard-Carniato,02/08/2021,98,Music,0.98
Enzo Pritchard-Carniato,03/08/2021,99,Music,0.99
Enzo Pritchard-Carniato,04/08/2021,00,Music,0
Enzo Pritchard-Carniato,05/08/2021,01,Music,0.01
Enzo Pritchard-Carniato,06/08/2021,02,Music,0.02
Enzo Pritchard-Carniato,07/08/2021,03,Music,0.03
Enzo Pritchard-Carniato,08/08/2021,04,Music,0.04
Enzo Pritchard-Carniato,09/08/2021,05,Music,0.05
Enzo Pritchard-Carniato,10/08/2021,06,Music,0.06
Enzo Pritchard-Carniato,11/08/2021,07,Music,0.07
Enzo Pritchard-Carniato,12/08/2021,08,Music,0.08
Brooke Dilworth,01/08/2021,98,Music,0.98
Brooke Dilworth,02/08/2021,99,Music,0.99
Brooke Dilworth,03/08/2021,00,Music,0
Brooke Dilworth,04/08/2021,01,Music,0.01
Brooke Dilworth,05/08/2021,02,Music,0.02
Brooke Dilworth,06/08/2021,03,Music,0.03
Brooke Dilworth,07/08/2021,04,Music,0.04
